Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2009-05-07,64.995,65.817,64.995,65.086,2983
2009-05-08,64.035,64.035,62.755,63.074,3168
2009-05-11,62.572,63.074,60.699,63.074,5306
2009-05-12,63.03,64.902,62.984,64.81,29079
2009-05-13,65.636,65.817,65.407,65.636,18726
2009-05-14,65.817,65.817,62.617,65.726,13083
2009-05-15,65.817,65.817,63.577,64.035,13803
2009-05-18,63.533,63.533,60.333,62.572,7707
2009-05-19,63.623,64.902,62.617,63.899,14696
2009-05-20,64.447,64.447,63.074,63.989,13676
2009-05-21,63.989,64.721,61.247,63.851,9196
2009-05-22,60.881,63.533,60.881,61.247,2560
2009-05-25,61.247,61.247,60.333,60.515,873
2009-05-26,60.333,60.333,59.419,60.012,3198
2009-05-27,60.15,60.515,58.503,59.966,3929
2009-05-28,63.074,63.074,59.966,59.966,1382
2009-05-29,61.247,61.612,59.419,59.419,6439
2009-06-01,60.333,60.333,58.961,59.328,14135
2009-06-02,59.465,60.333,59.465,60.15,21413
2009-06-03,59.875,61.933,59.875,60.333,3881
2009-06-04,60.197,60.791,60.197,60.333,2846
2009-06-05,60.378,61.201,60.378,61.201,1833
2009-06-08,60.881,60.881,60.333,60.333,597
2009-06-09,60.241,60.241,59.419,60.241,1617
2009-06-10,60.241,60.241,59.419,59.51,2085
2009-06-12,60.606,60.606,59.922,59.966,502
2009-06-15,59.875,59.875,58.961,59.052,720
2009-06-16,58.503,59.419,58.139,58.412,738
2009-06-17,59.236,59.236,55.761,55.944,1010
2009-06-18,57.133,57.133,56.401,56.539,1943
2009-06-19,58.459,58.459,56.539,57.592,938
2009-06-22,58.412,58.412,54.848,54.848,9006
2009-06-23,54.848,54.848,53.064,53.934,857
2009-06-24,53.934,54.848,53.934,54.756,535
2009-06-25,57.133,57.133,54.482,54.664,8092
2009-06-26,54.848,54.94,54.664,54.664,178
2009-06-29,57.042,57.042,54.664,54.848,761
2009-06-30,54.848,56.037,54.848,54.848,5888
2009-07-01,54.254,54.848,54.254,54.848,245
2009-07-02,55.669,55.669,54.117,54.39,452
2009-07-03,53.934,54.94,53.934,54.39,282
2009-07-06,53.934,53.934,52.151,53.02,401
2009-07-07,54.664,54.664,51.284,51.603,841
2009-07-08,51.284,51.329,51.236,51.284,752
2009-07-09,51.329,51.831,50.369,50.643,874
2009-07-10,51.74,51.74,50.278,51.191,1172
2009-07-13,48.723,51.054,48.45,49.454,3438
2009-07-14,50.917,50.917,50.004,50.734,7369
2009-07-15,50.962,53.934,50.962,53.156,2383
2009-07-16,54.848,57.592,53.202,55.761,1796
2009-07-17,56.219,56.401,55.396,55.489,2148
2009-07-20,55.716,55.716,54.208,55.58,557
2009-07-21,56.037,56.677,54.986,56.677,2444
2009-07-22,56.677,56.677,55.304,56.401,1270
2009-07-23,56.677,59.328,55.761,58.503,2604
2009-07-24,59.328,60.333,59.236,59.419,2388
2009-07-27,60.378,61.201,56.677,58.961,4035
2009-07-28,59.052,59.052,57.224,57.224,1068
2009-07-29,57.224,57.592,56.401,56.677,17070
2009-07-30,57.544,57.544,54.892,57.453,1182
2009-07-31,57.453,57.592,56.677,57.453,1430
2009-08-03,57.406,57.82,56.677,57.592,3301
2009-08-04,57.592,58.825,56.814,58.048,14820
2009-08-05,58.048,58.459,57.087,57.087,40848
2009-08-06,57.133,57.179,56.767,56.905,675
2009-08-07,57.133,57.133,56.767,57.133,1126
2009-08-10,57.133,57.133,54.848,56.767,5577
2009-08-11,56.677,58.185,56.677,58.048,3646
2009-08-12,58.001,58.001,56.814,57.82,1519
2009-08-13,57.91,58.048,56.905,57.224,6813
2009-08-14,58.048,58.688,58.048,58.094,12763
2009-08-17,58.048,58.048,56.677,57.133,3573
2009-08-18,57.133,58.503,57.133,58.503,2005
2009-08-19,56.767,58.688,56.767,58.412,637
2009-08-20,58.778,62.161,58.778,61.293,7242
2009-08-21,62.48,63.396,61.43,63.074,4980
2009-08-24,63.442,63.442,61.338,63.121,2801
2009-08-25,62.984,63.623,61.293,63.623,2361
2009-08-26,63.943,64.902,63.623,64.857,5816
2009-08-27,64.902,68.514,64.81,68.422,4195
2009-08-28,67.462,72.537,67.462,72.537,6150
2009-08-31,72.399,72.537,69.016,71.302,1356
2009-09-01,68.559,68.559,63.989,65.817,4719
2009-09-02,63.899,63.989,61.612,63.074,7158
2009-09-03,61.978,63.805,61.978,63.805,4986
2009-09-04,65.817,65.817,63.989,65.36,1168
2009-09-07,64.902,67.143,63.989,65.589,2583
2009-09-08,65.039,65.039,63.989,64.902,841
2009-09-09,65.773,65.773,63.989,64.171,3889
2009-09-10,64.171,64.674,63.074,64.674,4431
2009-09-11,63.989,63.989,63.074,63.943,10510
2009-09-14,62.893,62.893,59.419,61.703,25359
2009-09-15,62.435,62.435,62.161,62.344,3064
2009-09-16,63.943,65.817,63.257,63.989,1454
2009-09-17,64.902,67.098,64.721,65.726,917
2009-09-18,65.773,66.275,63.989,65.726,1906
2009-09-21,66.275,66.275,63.623,63.623,3688
2009-09-22,63.989,65.314,62.161,63.989,2627
2009-09-23,63.989,63.989,63.989,63.989,1477
2009-09-24,63.989,63.989,63.074,63.989,181
2009-09-25,63.989,64.902,62.161,64.902,2274
2009-09-28,64.81,64.81,62.48,63.533,1370
2009-09-29,63.533,64.81,61.841,64.81,1674
2009-09-30,64.629,64.629,62.161,63.074,5909
2009-10-01,63.533,63.989,63.074,63.074,880
2009-10-02,63.074,63.899,63.074,63.257,1555
2009-10-05,63.989,64.857,63.257,63.257,353
2009-10-06,64.902,64.902,63.257,64.902,886
2009-10-07,64.902,65.726,64.902,65.086,1110
2009-10-08,65.679,65.679,63.074,63.074,1602
2009-10-09,63.943,63.943,63.257,63.257,213
2009-10-12,64.721,64.721,63.167,63.989,139
2009-10-13,63.533,64.447,62.664,64.447,8078
2009-10-14,63.989,64.857,62.708,62.708,5809
2009-10-15,64.81,64.81,63.442,63.442,1383
2009-10-16,64.629,64.629,62.708,62.708,832
2009-10-19,62.435,63.074,62.435,63.074,1664
2009-10-20,62.527,63.074,62.527,63.074,3181
2009-10-21,63.074,64.354,63.074,63.989,2282
2009-10-22,63.714,64.81,63.714,64.401,1033
2009-10-23,64.447,64.902,63.989,64.902,3296
2009-10-26,64.447,66.275,64.263,66.275,4055
2009-10-27,66.275,66.275,64.263,65.817,4401
2009-10-28,66.091,66.731,64.263,66.275,2882
2009-10-29,64.263,66.731,64.263,65.908,2098
2009-10-30,66.731,66.731,65.086,65.086,832
2009-11-02,64.995,65.451,64.995,65.451,457
2009-11-03,65.817,65.863,64.902,65.863,1872
2009-11-04,65.726,69.474,65.726,68.103,2227
2009-11-05,67.645,69.382,67.645,69.382,959
2009-11-06,67.691,71.302,67.691,70.847,5428
2009-11-09,71.302,72.079,70.48,71.485,1630
2009-11-10,71.439,71.439,67.645,69.474,755
2009-11-12,69.382,71.211,69.382,70.661,788
2009-11-13,70.388,70.847,69.474,69.474,1573
2009-11-16,72.125,77.928,72.125,76.193,10276
2009-11-17,77.928,84.785,77.928,84.375,10511
2009-11-18,84.099,90.955,84.099,86.02,4604
2009-11-19,85.881,87.757,80.534,80.855,36363
2009-11-20,79.574,83.551,79.574,80.899,19997
2009-11-23,81.449,83.186,80.443,82.134,3438
2009-11-24,81.358,82.272,80.443,81.174,11014
2009-11-25,81.174,81.174,80.353,80.855,2351
2009-11-26,82.272,82.272,77.244,77.518,6168
2009-11-27,77.793,82.272,71.485,80.353,10301
2009-11-30,80.353,82.18,79.758,80.718,24441
2009-12-01,80.899,82.272,80.899,82.272,2652
2009-12-02,82.637,85.014,82.272,84.648,2808
2009-12-03,84.831,85.928,84.831,85.928,40569
2009-12-04,86.66,86.751,85.928,85.928,1273
2009-12-07,87.666,87.711,85.974,86.66,2846
2009-12-08,87.299,87.299,85.014,85.564,854
2009-12-09,85.517,85.517,83.598,84.099,2598
2009-12-10,84.099,84.556,80.534,84.237,62520
2009-12-11,85.517,85.517,83.642,84.237,2730
2009-12-14,83.688,84.237,83.642,84.055,2017
2009-12-15,85.928,85.928,81.404,83.642,12861
2009-12-16,81.632,85.471,81.632,84.099,1468
2009-12-17,83.049,84.466,82.455,84.466,1253
2009-12-18,84.099,84.556,84.099,84.556,1489
2009-12-21,83.323,84.556,82.959,83.46,1567
2009-12-22,83.46,83.642,82.729,83.46,3790
2009-12-23,84.009,84.009,83.642,83.917,379
2009-12-28,83.734,85.928,83.734,85.564,965
2009-12-29,85.517,85.517,83.734,85.517,16123
2009-12-30,85.517,85.517,83.734,85.426,456
2009-12-31,85.426,88.671,84.556,86.842,16419
2010-01-04,87.711,87.757,86.293,86.842,2469
2010-01-05,86.934,87.573,86.842,86.979,17212
2010-01-06,87.529,90.955,87.026,89.128,13630
2010-01-07,89.22,90.911,89.22,90.316,8760
2010-01-08,89.173,90.911,89.173,90.316,1395
2010-01-11,90.316,91.231,90.316,91.046,1628
2010-01-12,91.183,91.183,88.671,90.499,22478
2010-01-13,89.859,90.225,89.859,90.225,707
2010-01-14,90.04,90.04,89.128,89.128,594
2010-01-15,89.22,90.316,88.671,88.671,1406
2010-01-18,89.585,94.155,89.585,92.418,14188
2010-01-19,93.241,95.89,93.241,95.53,22607
2010-01-20,95.89,96.81,95.073,95.988,12814
2010-01-21,95.252,96.897,95.157,95.988,4202
2010-01-22,95.53,95.988,95.53,95.988,20900
2010-01-25,96.073,100.56,95.988,97.822,3622
2010-01-26,98.717,100.56,94.431,96.073,4151
2010-01-27,95.988,98.451,95.53,96.53,15219
2010-01-28,97.822,99.56,97.822,98.273,13472
2010-01-29,98.273,98.817,96.073,97.822,1282
2010-02-01,96.897,99.56,96.897,97.17,1513
2010-02-02,99.282,99.282,95.988,95.988,3732
2010-02-03,95.988,98.638,95.252,95.988,8594
2010-02-04,96.168,97.267,90.955,92.236,3696
2010-02-05,87.436,90.499,86.842,89.585,6389
2010-02-08,88.213,91.138,88.213,90.59,4723
2010-02-09,92.876,93.241,90.955,90.955,1557
2010-02-10,92.236,93.149,91.413,91.413,499
2010-02-11,92.328,92.784,90.499,90.499,1065
2010-02-12,92.328,94.064,90.178,94.064,3606
2010-02-15,94.064,96.444,94.064,95.614,3568
2010-02-16,96.53,96.897,95.614,95.614,427
2010-02-17,96.444,97.724,95.988,95.988,5163
2010-02-18,95.614,96.897,95.614,95.89,103
2010-02-19,96.713,96.713,93.241,95.073,808
2010-02-22,95.89,95.89,91.413,94.613,2159
2010-02-23,94.155,94.155,91.321,91.504,6113
2010-02-24,89.585,92.328,88.944,90.178,2098
2010-02-25,91.595,91.595,89.949,91.413,22324
2010-02-26,90.499,93.241,89.859,89.859,1154
2010-03-01,91.367,93.058,90.499,92.784,3768
2010-03-02,91.413,93.697,91.413,93.697,8670
2010-03-03,92.418,93.149,92.418,93.149,1050
2010-03-04,92.418,93.788,92.418,93.424,1119
2010-03-05,93.058,93.697,92.968,93.241,1836
2010-03-08,93.241,93.241,91.871,92.601,660
2010-03-09,91.871,92.236,90.499,92.143,2257
2010-03-10,92.236,93.241,91.413,93.241,5575
2010-03-11,93.334,93.697,92.143,93.241,21907
2010-03-12,93.241,95.157,93.241,94.613,2573
2010-03-15,95.157,95.711,94.704,95.53,1611
2010-03-16,95.711,99.183,95.073,98.638,5217
2010-03-17,99.183,99.63,97.997,97.997,4361
2010-03-18,97.822,97.822,96.168,96.168,4531
2010-03-19,96.897,97.538,96.168,97.083,1122
2010-03-22,97.083,97.083,93.973,94.155,4511
2010-03-23,94.155,95.073,93.424,94.155,4111
2010-03-24,95.073,95.073,94.155,94.795,618
2010-03-25,94.795,94.795,94.155,94.155,7832
2010-03-26,94.155,95.711,92.328,92.328,2514
2010-03-29,94.155,95.073,92.328,95.073,1905
2010-03-30,94.613,95.988,94.613,94.795,675
2010-03-31,93.334,97.724,93.241,97.724,2746
2010-04-01,97.724,97.724,94.155,96.713,1719
2010-04-06,96.444,98.185,96.444,97.822,2855
2010-04-07,98.085,98.085,94.337,95.435,439
2010-04-08,93.697,95.988,92.51,95.988,4485
2010-04-09,94.337,96.897,94.337,95.614,3424
2010-04-12,95.614,96.53,95.073,96.53,1148
2010-04-13,96.897,96.897,92.968,96.253,2667
2010-04-14,94.337,95.988,94.337,95.89,1827
2010-04-15,96.073,96.81,93.149,93.241,11576
2010-04-16,93.241,95.53,92.418,94.613,2587
2010-04-19,93.788,93.788,91.413,91.413,4526
2010-04-20,90.775,92.328,90.775,91.413,1579
2010-04-21,93.149,93.516,91.413,92.328,869
2010-04-22,91.413,92.328,89.585,91.962,7005
2010-04-23,91.413,92.328,90.499,92.328,3106
2010-04-26,93.149,93.516,91.871,93.516,3264
2010-04-27,91.595,93.516,91.413,91.687,332
2010-04-28,92.328,93.149,89.585,92.876,1797
2010-04-29,92.418,93.149,92.328,92.328,344
2010-04-30,92.328,92.328,91.413,91.413,11194
2010-05-04,91.413,92.601,91.413,91.413,420
2010-05-05,90.955,91.413,87.757,87.847,2449
2010-05-06,86.842,89.493,85.928,87.299,2892
2010-05-07,85.014,86.751,82.272,84.099,8215
2010-05-10,84.099,90.499,84.099,86.797,3145
2010-05-11,86.797,86.797,85.014,85.014,1249
2010-05-12,85.471,85.564,85.289,85.289,1041
2010-05-13,86.842,90.407,86.842,87.757,5113
2010-05-14,89.585,89.585,85.745,85.745,259
2010-05-17,85.289,85.289,83.276,83.642,2045
2010-05-18,84.146,86.842,84.146,86.797,972
2010-05-19,86.66,86.66,83.003,84.055,1703
2010-05-20,85.881,85.881,79.529,82.18,2077
2010-05-21,78.204,82.272,78.158,80.443,11565
2010-05-24,80.443,85.014,78.616,79.392,2847
2010-05-25,78.798,82.272,78.616,80.353,718
2010-05-26,81.128,81.815,80.443,81.769,829
2010-05-27,81.358,84.924,79.073,81.358,4663
2010-05-28,82.043,83.917,82.043,82.821,2038
2010-05-31,84.556,85.564,82.821,83.186,380
2010-06-01,84.876,84.876,79.21,82.272,952
2010-06-02,83.505,83.505,82.225,83.505,3445
2010-06-04,83.46,84.556,79.574,80.443,590
2010-06-07,80.443,80.443,79.574,79.574,1662
2010-06-08,79.667,80.443,76.878,76.878,3276
2010-06-09,77.701,77.701,76.787,76.787,1283
2010-06-10,77.61,79.301,76.787,78.02,1171
2010-06-11,78.158,79.073,78.158,78.89,900
2010-06-14,78.935,82.18,78.89,80.443,1536
2010-06-15,82.18,82.18,80.946,81.358,306
2010-06-16,82.043,84.191,81.037,83.186,1263
2010-06-17,83.46,83.505,81.358,82.637,453
2010-06-18,83.186,83.186,81.404,83.095,9310
2010-06-21,84.055,84.055,78.844,82.272,475
2010-06-22,82.363,82.546,78.935,81.723,220
2010-06-23,81.541,82.18,79.438,81.906,24221
2010-06-24,82.18,82.18,79.073,80.353,334
2010-06-25,79.529,81.815,79.529,79.529,144
2010-06-28,80.809,81.267,75.872,75.872,3267
2010-06-29,76.787,78.524,72.216,74.045,13711
2010-06-30,74.776,75.872,72.308,72.308,7767
2010-07-01,72.399,74.867,72.399,73.999,2774
2010-07-02,75.735,75.735,73.588,74.045,403
2010-07-05,75.735,75.735,72.216,72.216,2348
2010-07-06,72.583,73.953,72.216,72.445,2183
2010-07-07,73.13,74.045,72.216,73.084,1671
2010-07-08,73.13,73.908,72.399,73.13,2303
2010-07-09,73.039,73.542,72.17,72.17,3674
2010-07-12,72.902,74.045,72.262,73.313,1711
2010-07-13,73.588,73.588,72.764,73.267,1213
2010-07-14,73.405,74.914,73.313,74.502,7151
2010-07-15,75.233,77.61,75.233,76.969,8364
2010-07-16,77.518,77.518,75.324,76.695,2034
2010-07-19,74.502,75.872,74.502,75.872,21612
2010-07-20,74.547,75.826,74.547,74.685,464
2010-07-21,75.735,77.518,75.415,77.518,568
2010-07-22,77.29,77.29,75.415,77.244,638
2010-07-23,77.381,77.518,75.872,76.604,5167
2010-07-26,76.787,77.518,76.604,77.198,498
2010-07-27,77.472,77.472,76.33,77.244,1638
2010-07-28,76.559,77.244,76.422,76.422,170
2010-07-29,76.74,77.975,76.604,77.701,2638
2010-07-30,77.748,77.838,76.787,76.878,5891
2010-08-02,78.798,79.62,76.878,78.935,4108
2010-08-03,78.158,78.981,77.061,77.061,2108
2010-08-04,76.878,78.798,76.878,78.616,2982
2010-08-05,78.616,78.616,76.787,78.249,1341
2010-08-06,77.975,78.432,76.787,77.518,912
2010-08-09,78.158,78.798,77.016,78.113,3302
2010-08-10,77.152,78.113,74.045,74.227,7060
2010-08-11,74.227,75.826,72.674,74.135,4311
2010-08-12,74.959,74.959,72.674,73.999,2672
2010-08-13,73.999,74.73,72.583,73.999,1784
2010-08-16,74.502,74.867,71.302,74.045,2449
2010-08-17,74.914,74.914,72.216,74.364,2170
2010-08-18,74.502,74.502,72.445,73.724,2112
2010-08-19,74.319,74.319,71.485,71.485,2866
2010-08-20,71.348,72.902,69.52,70.847,2327
2010-08-23,71.667,72.674,71.119,72.674,6798
2010-08-24,72.948,73.039,71.759,73.039,3341
2010-08-25,72.948,72.948,72.583,72.583,253
2010-08-26,73.13,73.13,71.302,71.302,1482
2010-08-27,73.084,73.084,70.433,71.119,23444
2010-08-30,72.125,72.125,69.474,69.474,1873
2010-08-31,69.748,70.753,67.645,68.559,4657
2010-09-01,70.343,72.125,69.474,71.667,5573
2010-09-02,72.718,72.718,71.667,72.537,3971
2010-09-03,72.855,73.495,72.537,73.13,1739
2010-09-06,74.045,74.045,70.937,71.028,2991
2010-09-07,71.529,71.529,69.474,70.205,1158
2010-09-08,69.704,71.028,69.704,70.847,1229
2010-09-09,70.982,71.302,70.205,71.258,2920
2010-09-10,71.302,71.485,70.89,71.258,1665
2010-09-13,71.302,71.667,70.022,70.022,1816
2010-09-14,70.069,70.388,69.336,70.296,1483
2010-09-15,71.621,71.621,69.977,70.388,1414
2010-09-16,70.388,71.576,69.932,71.211,1060
2010-09-17,71.394,71.621,70.753,71.302,495
2010-09-20,71.302,71.576,70.8,70.937,236
2010-09-21,71.302,71.302,69.062,70.388,2096
2010-09-22,69.474,70.388,69.062,69.062,1466
2010-09-23,69.932,70.388,68.559,68.559,3258
2010-09-24,69.565,71.028,67.738,71.028,3330
2010-09-27,71.028,71.028,68.422,69.474,1799
2010-09-28,69.657,69.657,68.103,69.428,1193
2010-09-29,69.428,69.428,66.823,67.28,2829
2010-09-30,68.468,68.559,67.052,68.559,11354
2010-10-01,68.559,69.977,68.559,68.834,3234
2010-10-04,68.559,69.977,68.011,69.428,1560
2010-10-05,69.292,69.336,66.32,68.285,3421
2010-10-06,68.103,68.652,67.189,67.508,1517
2010-10-07,67.645,68.378,66.731,67.28,2775
2010-10-08,68.148,68.331,66.731,68.331,3302
2010-10-11,68.378,69.062,67.234,67.645,13347
2010-10-12,68.559,68.559,67.738,68.378,2129
2010-10-13,68.559,68.559,67.326,67.645,6572
2010-10-14,67.645,68.559,67.645,67.691,1506
2010-10-15,67.691,68.468,67.645,68.056,3123
2010-10-18,67.28,70.388,67.28,70.388,10040
2010-10-19,70.8,73.039,68.971,73.039,19656
2010-10-20,72.125,73.13,71.302,73.13,4779
2010-10-21,73.13,73.13,72.308,73.039,648
2010-10-22,73.084,73.084,71.348,72.948,25339
2010-10-25,72.948,73.588,72.948,73.267,2087
2010-10-26,73.084,73.221,72.948,73.13,2332
2010-10-27,73.13,73.267,73.039,73.221,8131
2010-10-28,73.267,73.267,72.718,73.13,2196
2010-10-29,73.039,73.267,71.529,73.267,991
2010-11-02,73.221,73.221,72.216,72.216,7427
2010-11-03,72.216,73.039,71.302,72.216,2121
2010-11-04,72.216,72.674,71.302,71.987,7426
2010-11-05,71.987,73.039,71.302,72.216,10171
2010-11-08,72.216,73.679,72.216,73.221,3915
2010-11-09,74.776,74.867,72.948,73.13,5757
2010-11-10,73.999,74.045,73.13,73.13,2790
2010-11-12,73.953,73.953,72.948,73.863,750
2010-11-15,74.045,77.61,74.045,77.336,3993
2010-11-16,76.787,77.518,75.872,76.695,1903
2010-11-17,75.872,76.604,75.461,75.69,5376
2010-11-18,75.69,76.513,75.69,75.69,3803
2010-11-19,75.919,76.284,75.554,75.598,4788
2010-11-22,76.375,76.375,75.69,76.239,1356
2010-11-23,76.239,76.33,75.461,76.147,1613
2010-11-24,75.872,76.147,74.09,74.959,1789
2010-11-25,74.547,75.964,73.953,74.867,720
2010-11-26,74.867,74.867,73.13,74.045,1025
2010-11-29,74.547,74.547,73.13,73.817,1798
2010-11-30,72.216,74.959,71.85,74.959,27586
2010-12-01,75.872,75.872,74.502,74.959,1749
2010-12-02,75.096,75.872,74.045,75.415,2749
2010-12-03,75.143,76.056,74.959,75.782,1860
2010-12-06,76.011,80.443,75.143,79.21,3183
2010-12-07,78.387,79.026,74.867,76.787,3609
2010-12-08,76.787,77.975,75.233,76.33,1370
2010-12-09,76.559,77.152,75.964,76.33,4740
2010-12-10,75.919,76.65,75.415,75.415,3387
2010-12-13,75.872,76.33,75.05,75.872,195
2010-12-14,76.284,76.284,75.415,75.415,1921
2010-12-15,75.415,77.884,74.045,77.884,2226
2010-12-16,76.832,77.565,76.787,77.518,29593
2010-12-17,77.29,78.158,76.056,77.701,3251
2010-12-20,77.656,77.701,76.604,77.701,17295
2010-12-21,77.381,78.753,77.381,78.753,3433
2010-12-22,77.701,79.438,77.701,79.438,2264
2010-12-23,79.438,80.443,79.392,80.443,2541
2010-12-27,79.529,80.443,78.616,78.616,3360
2010-12-28,78.616,79.073,77.748,79.073,3673
2010-12-29,79.438,79.438,79.073,79.345,596
2010-12-30,79.438,80.899,79.118,79.62,2842
2010-12-31,79.301,80.26,76.787,76.787,7640
2011-01-03,79.21,81.358,77.336,80.534,118035
2011-01-04,81.449,82.912,81.449,82.272,12297
2011-01-05,82.272,82.272,78.706,81.723,53720
2011-01-07,82.272,82.272,81.449,82.18,11202
2011-01-10,82.272,82.637,79.941,81.906,14312
2011-01-11,81.769,82.821,81.358,82.821,6707
2011-01-12,82.821,83.14,81.815,83.14,5373
2011-01-13,83.14,83.186,82.272,83.003,1100
2011-01-14,83.049,83.049,80.992,82.455,789
2011-01-17,82.546,82.546,78.662,81.312,2186
2011-01-18,80.899,83.095,80.809,80.946,1503
2011-01-19,81.312,82.546,80.946,82.546,1432
2011-01-20,82.455,82.455,81.358,82.363,801
2011-01-21,81.815,82.318,81.358,82.318,2632
2011-01-24,81.723,82.272,81.678,81.723,1338
2011-01-25,81.906,82.272,79.62,81.358,5139
2011-01-26,81.358,81.541,80.764,81.541,1226
2011-01-27,81.815,82.043,81.815,81.951,5085
2011-01-28,81.358,82.637,81.358,82.272,4022
2011-01-31,80.899,83.003,80.899,82.272,5174
2011-02-01,82.272,86.615,82.272,86.569,119504
2011-02-02,86.842,86.842,85.928,86.339,2030
2011-02-03,86.477,86.842,84.785,86.797,4757
2011-02-04,86.797,86.842,85.242,86.385,1305
2011-02-07,86.797,87.299,84.191,86.842,5505
2011-02-08,87.757,88.671,86.842,88.441,10412
2011-02-09,89.402,89.402,88.213,88.305,111517
2011-02-10,88.305,88.305,82.272,85.701,2640
2011-02-11,86.842,86.842,84.191,84.556,9618
2011-02-14,86.797,86.797,85.014,86.522,1052
2011-02-15,85.928,86.797,84.375,85.105,3072
2011-02-16,86.11,86.385,85.105,86.065,930
2011-02-17,85.881,85.881,84.556,85.38,1057
2011-02-18,84.237,85.928,84.237,85.014,9130
2011-02-21,85.014,85.334,84.146,85.334,1793
2011-02-22,85.196,85.196,82.272,84.924,4230
2011-02-23,84.785,85.196,83.276,85.196,8748
2011-02-24,85.196,85.471,85.196,85.196,380
2011-02-25,85.38,85.471,85.38,85.38,661
2011-02-28,85.014,86.842,85.014,86.842,1355
2011-03-01,84.648,85.471,84.648,84.648,2640
2011-03-02,84.099,84.099,83.186,83.917,1443
2011-03-03,83.917,85.564,83.917,85.426,5129
2011-03-04,85.564,86.02,85.564,85.608,1520
2011-03-07,86.339,86.339,85.836,85.836,83
2011-03-08,85.608,85.608,84.648,85.014,5872
2011-03-09,84.099,84.099,82.272,83.369,20827
2011-03-10,82.729,83.369,82.729,82.774,5846
2011-03-11,82.363,82.774,82.363,82.774,699
2011-03-14,82.729,84.099,82.729,83.734,12595
2011-03-15,83.642,84.785,82.363,84.739,4868
2011-03-16,85.014,85.152,83.826,85.014,1395
2011-03-17,83.186,84.099,83.186,84.099,169
2011-03-18,83.186,84.831,83.186,84.099,477
2011-03-21,84.739,85.014,84.191,84.466,2853
2011-03-22,84.648,85.014,83.734,84.055,1238
2011-03-23,84.055,84.055,83.734,84.055,5684
2011-03-24,84.099,84.099,83.734,83.917,1012
2011-03-25,83.734,85.654,83.734,85.654,114664
2011-03-28,86.477,88.579,85.928,88.579,455167
2011-03-29,88.397,88.397,86.934,88.031,645
2011-03-30,87.938,88.213,87.299,87.299,718
2011-03-31,87.026,88.213,87.026,87.436,1019
2011-04-01,87.026,88.213,87.026,87.299,5120
2011-04-04,87.344,87.757,85.014,86.11,867
2011-04-05,85.701,87.299,85.701,86.934,12020
2011-04-06,87.299,88.213,86.11,88.213,350916
2011-04-07,88.853,89.585,85.928,89.585,3620
2011-04-08,88.671,89.585,86.202,86.477,2901
2011-04-11,86.477,88.671,86.477,86.615,1245
2011-04-12,86.842,86.842,86.02,86.02,480
2011-04-13,86.065,86.385,79.713,83.642,6763
2011-04-14,83.688,84.876,83.186,84.099,4619
2011-04-15,84.146,84.924,83.642,84.739,533
2011-04-18,84.924,85.745,84.099,84.556,2930
2011-04-19,84.009,86.385,84.009,86.02,3082
2011-04-20,85.928,85.928,85.014,85.242,1130
2011-04-21,84.191,86.569,84.191,86.569,2027
2011-04-26,86.615,86.66,85.426,85.791,16643
2011-04-27,86.842,88.213,86.842,87.482,2955
2011-04-28,87.757,88.579,86.842,86.842,10413
2011-04-29,85.881,87.757,84.099,84.191,1257
2011-05-02,85.014,86.293,85.014,85.881,596
2011-05-04,85.196,88.213,85.196,88.031,4371
2011-05-05,87.482,87.757,86.293,86.385,3026
2011-05-06,86.248,87.711,82.683,84.556,1777
2011-05-09,85.928,86.751,84.694,85.289,339
2011-05-10,85.928,86.705,84.375,85.654,764
2011-05-11,84.556,85.608,84.099,85.608,721
2011-05-12,84.924,85.334,83.642,85.242,229
2011-05-13,85.289,85.928,76.969,85.928,3698
2011-05-16,86.797,86.797,83.642,83.642,578
2011-05-17,83.642,83.642,77.793,80.899,1414
2011-05-18,80.443,80.443,77.793,78.616,1728
2011-05-19,78.158,78.616,78.158,78.616,1113
2011-05-20,78.616,80.26,77.701,79.301,4454
2011-05-23,79.301,79.301,76.787,78.616,918
2011-05-24,78.158,79.073,77.884,79.073,825
2011-05-25,78.89,80.17,77.701,79.529,101075
2011-05-26,79.529,79.529,77.381,78.204,2482
2011-05-27,80.443,80.443,77.701,78.524,523
2011-05-30,78.477,78.477,77.108,77.701,11412
2011-05-31,77.701,85.289,77.701,85.289,20738
2011-06-01,83.826,83.826,80.49,80.49,2625
2011-06-02,81.358,83.46,80.58,80.58,1453
2011-06-03,80.58,80.718,80.534,80.534,172
2011-06-06,80.58,81.358,80.58,81.358,55
2011-06-07,81.358,82.18,78.02,82.18,111
2011-06-08,82.18,82.18,78.616,78.616,90045
2011-06-09,78.616,78.616,74.959,74.959,2858
2011-06-10,73.13,74.502,73.13,73.13,3044
2011-06-13,74.045,74.045,70.388,72.079,3493
2011-06-14,72.262,73.13,70.388,70.388,3192
2011-06-15,71.348,72.583,68.285,70.571,2573
2011-06-16,71.302,72.216,69.474,69.885,1612
2011-06-17,71.258,71.258,68.924,69.016,1369
2011-06-20,69.474,69.474,66.731,67.966,32364
2011-06-21,67.234,67.554,63.714,65.177,3951
2011-06-22,65.177,68.559,64.902,65.954,2505
2011-06-24,67.098,68.148,67.098,68.056,1120
2011-06-27,68.011,68.056,65.543,65.817,3170
